split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.003,0.997,0.9977153683272038,0.3906230718408221,0.0028261772228391174,0.004948766849465558
val,500,0.008,0.992,0.9964717741935484,0.5742424242424242,0.004,0.0
test,500,0.004,0.996,0.9974899598393574,0.5,0.0032864588685633488,0.005816524159668718
