bin_left,bin_right,count,mean_pred_correct,empirical_correct,empirical_wrong
0.2,0.30000000000000004,2050,0.2260696497892483,0.2653658536585366,0.7346341463414634
0.30000000000000004,0.4,4,0.3512985339094395,0.0,1.0
0.4,0.5,433,0.48546470140498216,0.42494226327944573,0.5750577367205543
0.5,0.6000000000000001,370,0.5347223618621553,0.6243243243243243,0.37567567567567567
0.6000000000000001,0.7000000000000001,19,0.660905893622139,0.5789473684210527,0.42105263157894735
0.7000000000000001,0.8,69,0.7765941677331645,0.7246376811594203,0.2753623188405797
0.8,0.9,48,0.832270935555052,0.7291666666666666,0.2708333333333333
0.9,1.0,1,0.9849920188968034,1.0,0.0
