split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.354,0.646,0.6748210534089738,0.5235723385585821,0.2082565601873958,0.050475858775731096
val,500,0.33,0.6699999999999999,0.691334237901402,0.5256347415800435,0.19250476480041698,1.9539925233402757e-17
test,500,0.346,0.654,0.6644393770659878,0.4997978679960379,0.20912812159107663,0.05353724920351064
