split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,2997,0.27260593927260596,0.7273940607273941,0.7468518747262867,0.5253598642683269,0.16317946113594747,0.01603750409563529
val,500,0.266,0.734,0.7035811599844297,0.48910383982967975,0.16496485964418992,2.2870594307278223e-17
test,500,0.256,0.744,0.7596711189516128,0.5225770330094778,0.15445798033409833,0.02942758682246971
