split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.004666666666666667,0.9953333333333333,0.9955985073198738,0.3295680627406682,0.003424583070568688,0.002100187167688728
val,500,0.004,0.996,0.9914658634538153,0.19090909090909092,0.0032666666666666673,0.0
test,500,0.01,0.99,0.8967676767676768,0.502,0.007631246346026371,0.00755589633039777
