split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.3436666666666667,0.6563333333333333,0.6454592744277325,0.4578161930179149,0.21262464640026554,0.018496908804707633
val,500,0.348,0.652,0.6693463084408716,0.4958798883557104,0.2054081960338512,0.0
test,500,0.33,0.6699999999999999,0.639059249208503,0.43633552359673183,0.20991221875819538,0.008169312889594021
