split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,2991,0.2544299565362755,0.7455700434637245,0.7701286954267161,0.5296384213765302,0.15694601636751415,0.058783753613623695
val,500,0.316,0.6839999999999999,0.7501202901769191,0.5938249954319667,0.17052782886961043,4.496403249731884e-18
test,500,0.266,0.734,0.6960623629919486,0.493174656821809,0.17105682447291945,0.062217568426101384
