split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,2991,0.2544299565362755,0.7455700434637245,0.8536669946907245,0.6500931057731795,0.12979923782405015,0.043400037857903105
val,500,0.316,0.6839999999999999,0.8078040565548893,0.6592703443860549,0.15569011579853684,1.5210055437364646e-17
test,500,0.266,0.734,0.7543381614799944,0.5788482130936204,0.15706440961598542,0.069306668857593
