band,count,fraction,avg_predicted_reliability,empirical_valid_rate,empirical_risk,min_score,max_score
Accept / low risk,150,0.30060120240480964,0.35496827507353185,0.4066666666666667,0.5933333333333333,0.2747370976890654,0.6502921920203726
Review / medium risk,199,0.39879759519038077,0.22001886370834117,0.20100502512562815,0.7989949748743719,0.172003888979877,0.2747250753271918
Reject or verify / high risk,150,0.30060120240480964,0.13345214642442027,0.12666666666666668,0.8733333333333333,0.0391900449317631,0.1720031271943858
