split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,2998,0.25583722481654436,0.7441627751834556,0.7655189965737033,0.5333105345429362,0.1544575046405051,0.02683310538719494
val,500,0.256,0.744,0.7922337029569891,0.5629516232571341,0.14564764853015758,2.5236757128510587e-17
test,499,0.26452905811623245,0.7354709418837675,0.7447877962183139,0.50324849267389,0.16623894578653714,0.0543851240440211
