split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,2991,0.2544299565362755,0.7455700434637245,0.645538676393464,0.3722850505346236,0.18507144217204421,0.056310922212424584
val,500,0.316,0.6839999999999999,0.6584499222740395,0.485081545332972,0.19657380566967672,0.0
test,500,0.266,0.734,0.6391079879535351,0.393818409450961,0.18883530530714654,0.061350179717032605
