split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.003,0.997,0.8931981128570897,0.024532504819326523,0.0035165433344582137,0.005767745923753745
val,500,0.008,0.992,0.9692540322580645,0.12227272727272727,0.007110389610389611,1.2212453270876721e-18
test,500,0.004,0.996,0.9236947791164659,0.0392156862745098,0.004779642435486592,0.009649350649350649
