bin_left,bin_right,count,mean_pred_correct,empirical_correct,empirical_wrong
0.0,0.1,2957,0.004926401744039114,0.002705444707473791,0.9972945552925262
0.1,0.2,27,0.13847121911662133,0.18518518518518517,0.8148148148148148
0.2,0.30000000000000004,4,0.2734317827008321,0.5,0.5
0.30000000000000004,0.4,1,0.31372851405078006,0.0,1.0
0.4,0.5,1,0.4020602806923245,0.0,1.0
0.5,0.6000000000000001,3,0.531406962292215,0.3333333333333333,0.6666666666666666
0.7000000000000001,0.8,1,0.7962305568807659,0.0,1.0
0.8,0.9,1,0.8914407864856553,0.0,1.0
0.9,1.0,3,0.9721392010727788,0.0,1.0
