split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,2997,0.27260593927260596,0.7273940607273941,0.7090651072956553,0.46418879729732554,0.1760461504505771,0.021706019126935452
val,500,0.266,0.734,0.693900964946426,0.45137222579520686,0.17223157869846115,2.4091839634365897e-17
test,500,0.256,0.744,0.73426999327957,0.4489095952583386,0.16615931925481017,0.03786572386362175
