split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.3436666666666667,0.6563333333333333,0.6939393775193482,0.5207894915089405,0.1996049694905686,0.023343721510609535
val,500,0.348,0.652,0.7070552147239264,0.5498943685979316,0.1939899427847633,6.228351168147128e-17
test,500,0.33,0.6699999999999999,0.6704206241519673,0.5067314289256614,0.1974963740421945,0.04830814930595816
