split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,2998,0.46064042695130086,0.5393595730486991,0.8539593574247551,0.826989280360604,0.158729891091912,0.0631554559688492
val,500,0.496,0.504,0.8022193420378905,0.7923928243295068,0.18014503264908593,5.284661597215745e-17
test,500,0.46,0.54,0.7947826086956521,0.7621443141092802,0.18397569051036713,0.05522887021761819
