split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.005333333333333333,0.9946666666666667,0.981830177613941,0.12773002609119655,0.006761056538894479,0.004883006179458687
val,500,0.01,0.99,0.8905050505050505,0.30074729192376254,0.007389395738735592,3.885780586188048e-19
test,500,0.012,0.988,0.9094129554655871,0.4555072408729556,0.007338342478724,0.000925491323542337
