split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,2991,0.2544299565362755,0.7455700434637245,0.7231103751848817,0.4412320202224833,0.17043701955807206,0.05613381610752011
val,500,0.316,0.6839999999999999,0.7476774742764083,0.5653232588474161,0.17584532990384907,6.122879980807738e-17
test,500,0.266,0.734,0.6728708692712708,0.40529597845320436,0.18693078251208806,0.057927655841824105
