split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,2998,0.25583722481654436,0.7441627751834556,0.7022122784492779,0.42378363041528777,0.17136695903109947,0.02844224880259581
val,500,0.256,0.744,0.7475533434139785,0.47203283069266794,0.16026270589338104,1.1324274851176596e-17
test,499,0.26452905811623245,0.7354709418837675,0.7017380893402692,0.4119852693007092,0.1760308798693785,0.030843809837658196
