split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,2998,0.25583722481654436,0.7441627751834556,0.7586281255533471,0.520507941897631,0.1559405036487184,0.03420974180449389
val,500,0.256,0.744,0.7954154065860215,0.5581464488996394,0.14531785909931727,7.310818617156656e-17
test,499,0.26452905811623245,0.7354709418837675,0.7441788456774834,0.49079577273612673,0.16706575899400503,0.06053487920814227
