split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.004666666666666667,0.9953333333333333,0.9591905080853507,0.11266568483063329,0.005395328684264153,0.0034217948511032024
val,500,0.004,0.996,0.9728915662650602,0.5178571428571429,0.001963636363636364,0.0
test,500,0.01,0.99,0.8703030303030304,0.262,0.009664263125318371,0.008545522460911089
