split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.3406666666666667,0.6593333333333333,0.6865332750272568,0.4974975752841012,0.2004491129918886,0.018946790904216027
val,500,0.342,0.6579999999999999,0.7182672994543096,0.5306829623941989,0.19009212323950925,1.0158540675320183e-16
test,500,0.348,0.652,0.6768916155419222,0.5118636353659934,0.20400474148070613,0.034069776516378304
