split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.354,0.646,0.6582841631052262,0.4910650703618012,0.21192389478799753,0.04093223830428417
val,500,0.33,0.6699999999999999,0.6994663048394392,0.5192929822445066,0.19292850944985332,6.361577931102148e-17
test,500,0.346,0.654,0.6580138233370455,0.49004092399572574,0.21084175817404785,0.054478533522651335
