band,count,fraction,avg_predicted_reliability,empirical_valid_rate,empirical_risk,min_score,max_score
Accept / low risk,146,0.3004115226337449,0.6278126783985127,0.6232876712328768,0.37671232876712324,0.5483114584813396,0.8132699338018005
Review / medium risk,194,0.3991769547325103,0.49017791181784715,0.5103092783505154,0.4896907216494846,0.422196256488322,0.547903747325068
Reject or verify / high risk,146,0.3004115226337449,0.33540067850409233,0.3561643835616438,0.6438356164383562,0.1421270611238742,0.4218599833316446
