coverage,kept,threshold_used,avg_confidence,selective_accuracy,risk
0.10082304526748971,49,0.6380966089837805,0.6989365648496957,0.6326530612244898,0.36734693877551017
0.15020576131687244,73,0.6155353575802195,0.6749891490863608,0.6301369863013698,0.36986301369863017
0.19958847736625515,97,0.5938490818989375,0.6571498301197319,0.6288659793814433,0.3711340206185567
0.25102880658436216,122,0.5684521633960408,0.6417415100925968,0.6311475409836066,0.3688524590163934
0.3004115226337449,146,0.5483114584813396,0.6278126783985127,0.6232876712328768,0.37671232876712324
0.3497942386831276,170,0.5385077356720706,0.6158742026741508,0.6294117647058823,0.37058823529411766
0.3991769547325103,194,0.5236796307212574,0.6054097912325935,0.6185567010309279,0.38144329896907214
0.4506172839506173,219,0.5073921989390547,0.5952975521015677,0.6118721461187214,0.3881278538812786
0.5,243,0.4892459061773076,0.5857205098958252,0.5967078189300411,0.4032921810699589
0.5493827160493827,267,0.4751831566557293,0.5763828141848837,0.599250936329588,0.40074906367041196
0.6008230452674898,292,0.4592846196189658,0.5671169290303871,0.5856164383561644,0.4143835616438356
0.6502057613168725,316,0.4418483305220883,0.5582380363747399,0.560126582278481,0.439873417721519
0.6995884773662552,340,0.422196256488322,0.5492798998201329,0.5588235294117647,0.4411764705882353
0.7489711934156379,364,0.3979367027713127,0.5401414911948346,0.5439560439560439,0.4560439560439561
0.8004115226337448,389,0.3753462189105003,0.5303851439875517,0.5424164524421594,0.4575835475578406
0.8497942386831275,413,0.3481749101252952,0.5205079489117067,0.5302663438256658,0.46973365617433416
0.8991769547325102,437,0.3189305952512019,0.5101662681137662,0.5194508009153318,0.4805491990846682
0.9506172839506173,462,0.2764834552173733,0.4987274616867561,0.5086580086580087,0.4913419913419913
1.0,486,0.1421270611238742,0.4850281172848615,0.49794238683127573,0.5020576131687242
