split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.354,0.646,0.6452569678877598,0.47346637875575853,0.21645067959255151,0.027563697022154277
val,500,0.33,0.6699999999999999,0.6498507462686568,0.45937386323496243,0.20568347627921896,3.1086244689504384e-18
test,500,0.346,0.654,0.6094465362111329,0.43787227422909547,0.21776152593462247,0.02670052517058086
