split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.004666666666666667,0.9953333333333333,0.9603506841450579,0.3160616126704836,0.003987611609165795,0.004400104009928735
val,500,0.004,0.996,0.9949799196787149,0.35,0.00275,0.0
test,500,0.01,0.99,0.5981818181818181,0.10800000000000001,0.00903125,0.00825
