split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.37466666666666665,0.6253333333333333,0.9937708192641268,0.9868184742047443,0.030378887192009093,0.026907151490003594
val,500,0.396,0.604,0.9811024148772494,0.9713647680011256,0.04373092612818779,1.1237538677377756e-17
test,500,0.342,0.6579999999999999,0.9797721253488331,0.9680419324629184,0.03820917047660438,0.012535079913960651
