split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.3406666666666667,0.6593333333333333,0.7098806044572489,0.5311902745325481,0.19574724600237542,0.030599267623145278
val,500,0.342,0.6579999999999999,0.7075401269130273,0.5530341265293572,0.19115677006558351,4.6851411639181604e-17
test,500,0.348,0.652,0.6844633664762712,0.5217189740408883,0.20075990327322238,0.03505938727950681
