split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.3436666666666667,0.6563333333333333,0.6996131601412584,0.5366486510376656,0.19803455146229756,0.011262633249939188
val,500,0.348,0.652,0.7015813412312248,0.5605356437477332,0.1947596152296931,9.026113190202522e-17
test,500,0.33,0.6699999999999999,0.681212121212121,0.5153501953891365,0.19574471825589929,0.02752103897751351
