split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.3406666666666667,0.6593333333333333,0.7214249108095113,0.5484267591733099,0.19365636201504252,0.027419858762451347
val,500,0.342,0.6579999999999999,0.7179206882454362,0.5685629345101721,0.1895074661605199,3.930189507173054e-17
test,500,0.348,0.652,0.6954728157393695,0.5416673236178239,0.19905515699297194,0.03556910177217809
