split,n_samples,base_correct_rate,base_wrong_rate,auroc_correct,auprc_correct,brier_correct,ece_correct
train,3000,0.003,0.997,0.9937590549426056,0.21335807050092764,0.0031962908285459784,0.004424188516700759
val,500,0.008,0.992,0.9546370967741935,0.4019683026584867,0.005097866077998528,0.0
test,500,0.004,0.996,0.993975903614458,0.325,0.0037779781383843664,0.010445064048832359
